,Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status
216,4/9/2021,5:50:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
217,4/9/2021,6:00:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
218,4/9/2021,6:10:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
219,4/9/2021,6:20:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
220,4/9/2021,6:30:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
221,4/9/2021,6:40:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
222,4/9/2021,6:50:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
223,4/9/2021,7:00:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
224,4/9/2021,7:10:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
225,4/9/2021,7:20:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
226,4/9/2021,7:30:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
227,4/9/2021,7:40:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
228,4/9/2021,7:50:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
229,4/9/2021,8:00:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
230,4/9/2021,8:10:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
231,4/9/2021,8:20:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
232,4/9/2021,8:30:00 AM,1,NA,NA,NA,NA,NA,NA,NA,NA
233,4/9/2021,8:40:00 AM,0.2,63.125,0.125,489.74375,566.3375,1098.2375,441.725,0.428571429,NA
234,4/9/2021,8:50:00 AM,0,201.6,0,165.447,211.21,287.78,151.02,0.9,NA
235,4/9/2021,9:00:00 AM,0,519.8,0,65.378,96.91,93.15,57.14,1,NA
236,4/9/2021,9:10:00 AM,0,354.5,0,209.875,336.32,264.93,176.75,1,NA
237,4/9/2021,9:20:00 AM,0,124.1,0,28.684,30.374,28.3,17.307,1,NA
238,4/9/2021,9:30:00 AM,0,81.8,0,27.221,28.42,23.21,15.95,1,NA
239,4/9/2021,9:40:00 AM,0,93.5,0,28.153,27.238,24.618,15.839,1,NA
240,4/9/2021,9:50:00 AM,0,97.2,0,26.698,27.048,23.536,15.651,1,NA
241,4/9/2021,10:00:00 AM,0,93.1,0,82.42,99.97,118.88,62.35,0.9,NA
242,4/9/2021,10:10:00 AM,0,34.7,0,304.3,347.1,427.92,245.6,0.4,NA
243,4/9/2021,10:20:00 AM,0,82.5,0,2152.296,1655.8,1997.9,1481.3,1,NA
244,4/9/2021,10:30:00 AM,0,55.7,0,2656.287,2796.3,5885.6,2330.8,0.9,NA
245,4/9/2021,10:40:00 AM,0,63.9,0,818.048,793.7,3008.3,625.2,1,NA
246,4/9/2021,10:50:00 AM,0,56.9,0,245.347,354.3,330.4,202,1,NA
247,4/9/2021,11:00:00 AM,0,538.6,0,210.851,317,306.7,180.46,1,NA
248,4/9/2021,11:10:00 AM,0,544.6,0,100.05,160.12,132.33,84.48,1,NA
249,4/9/2021,11:20:00 AM,0,457.2,0,77.669,115.68,103.69,64.05,1,NA
250,4/9/2021,11:30:00 AM,0,433.1,0,52.997,72.692,73.59,42.106,1,NA
251,4/9/2021,11:40:00 AM,0,622,0,65.54,95.74,91.63,55.82,1,NA
252,4/9/2021,11:50:00 AM,0,375,0,56.172,77.3,83.77,48.9,1,NA
253,4/9/2021,12:00:00 PM,0,224.2,0,36.625,32.33,30.41,19.86,1,NA
254,4/9/2021,12:10:00 PM,0,460.3,0,27.096,40.05,34.639,22.305,1,NA
255,4/9/2021,12:20:00 PM,0,613.2,0,470.127,688.04,775.299,436.687,1,NA
256,4/9/2021,12:30:00 PM,0,429.1,0,230.154,342.81,317.68,211.91,1,NA
257,4/9/2021,12:40:00 PM,0,189,0,101.704,136.96,122.96,84.94,1,NA
258,4/9/2021,12:50:00 PM,0,68.1,0,66.547,96.41,70.63,53.65,0.8,NA
259,4/9/2021,1:00:00 PM,0,53.2,0,470.783,608.47,648.59,438.75,0.9,NA
260,4/9/2021,1:10:00 PM,0,68.4,0,489.448,636.4,671.88,456.09,0.7,NA
261,4/9/2021,1:20:00 PM,0,160.9,0,214.61,295.82,315.585,197.379,1,NA
262,4/9/2021,1:30:00 PM,0,265.5,0,45.208,72.37,55.81,38.61,1,NA
263,4/9/2021,1:40:00 PM,0,122.4,0,45.109,64.84,54.267,38.846,1,NA
264,4/9/2021,1:50:00 PM,0,36.5,0,83.458,111.26,110.67,76.03,0.4,NA
265,4/9/2021,2:00:00 PM,0,116.6,0,84.555,116.78,107.59,75.94,1,NA
266,4/9/2021,2:10:00 PM,0,64.7,0,52.875,78.66,57.84,44.25,1,NA
267,4/9/2021,2:20:00 PM,0,66.2,0,882.902,939.1,1480.9,782.6,1,NA
268,4/9/2021,2:30:00 PM,0,118.7,0,957.869,1008.7,1636.9,861,1,NA
269,4/9/2021,2:40:00 PM,0,67.3,0,467.159,505.1,845.8,439,1,NA
270,4/9/2021,2:50:00 PM,0,235.5,0,97.07,132.26,153.94,100.93,1,NA
271,4/9/2021,3:00:00 PM,0,182.9,0,63.284,86.18,98.7,65.98,1,NA
272,4/9/2021,3:10:00 PM,0,472.2,0,232.832,426.1219,288.57,204.603,1,NA
273,4/9/2021,3:20:00 PM,0,459.3,0,517.784,989.367,753.44,497.886,1,NA
274,4/9/2021,3:30:00 PM,0,312,0,63.218,140.094,188.11,113.405,1,NA
275,4/9/2021,3:40:00 PM,0,105.1,0,0,39.22,178.7,90.63,1,NA
276,4/9/2021,3:50:00 PM,0,228.1,0,11.835,37.29,15.78,73.51,1,NA
277,4/9/2021,4:00:00 PM,0,494.9,0,102.759,36.97,40.96,22.878,1,NA
278,4/9/2021,4:10:00 PM,0,359.9,0,78.264,35.16,40.28,21.704,1,NA
279,4/9/2021,4:20:00 PM,0,263.1,0,68.013,48.847,55.57,29.589,1,NA
280,4/9/2021,4:30:00 PM,0,301,0,95.027,71.867,71.561,44.547,1,NA
281,4/9/2021,4:40:00 PM,0,196,0,73.643,36.357,42.34,22.541,1,NA
282,4/9/2021,4:50:00 PM,0,622,0,2.994,183.69,892.39,194.27,1,NA
283,4/9/2021,5:00:00 PM,0,721.2,0,7.241,62.8179,198.5126,49.62,1,NA
284,4/9/2021,5:10:00 PM,0,392.4,0,185.277,268.93,167.59,125.061,1,NA
285,4/9/2021,5:20:00 PM,0,302.4,0,1821.782,424.504,320.4083,242.5387,1,NA
286,4/9/2021,5:30:00 PM,0,393.5,0,13.646,17.3189,6.12754,5.19622,1,NA
287,4/9/2021,5:40:00 PM,0,427.9,0,0.349,1.8368,0.51898,0.20804,1,NA
288,4/9/2021,5:50:00 PM,0,360.8,0,0.99,8.3049,0.9622,0.41858,1,NA
289,4/9/2021,6:00:00 PM,0,282.4,0,0.328,1.8649,0.413,0.1409,1,NA
290,4/9/2021,6:10:00 PM,0,333.1,0,6.985,12.2017,5.593,4.544,1,NA
291,4/9/2021,6:20:00 PM,0,434.5,0,5.003,15.055,5.1618,4.3592,1,NA
292,4/9/2021,6:30:00 PM,0,429.2,0,0.659,5.95,0.5703,0.2771,1,NA
293,4/9/2021,6:40:00 PM,0,342.4,0,0.454,3.796,0.4666,0.19199,1,NA
294,4/9/2021,6:50:00 PM,0,438.2,0,0.472,4.2659,0.4098,0.19854,1,NA
295,4/9/2021,7:00:00 PM,0,587.4,0,1.158,6.923,1.244,0.96519,1,NA
296,4/9/2021,7:10:00 PM,0,335.9,0,0.151,1.0848,0.1537,0.06362,1,NA
297,4/9/2021,7:20:00 PM,0,464,0,0.303,2.7469,0.25594,0.12728,1,NA
298,4/9/2021,7:30:00 PM,0,428.6,0,0.598,3.4379,0.6616,0.49532,1,NA
299,4/9/2021,7:40:00 PM,0,255.2,0,0,3.8298,11.9356,4.468,1,NA
300,4/9/2021,7:50:00 PM,0,491.4,0,1.079,0.729,0.667,0.7554,1,NA
301,4/9/2021,8:00:00 PM,0,163,0,0.979,1.144,1.069,0.77,1,NA
302,4/9/2021,8:10:00 PM,0,241.1,0,0,3.3586,5.481,21.851,1,NA
303,4/9/2021,8:20:00 PM,0,310.6,0,0,0.433,0,19.5,1,NA
304,4/9/2021,8:30:00 PM,0,441.2,0,0,0.594,0,0.506,1,NA
305,4/9/2021,8:40:00 PM,0,352.6,0,0,0,0,0,1,NA
306,4/9/2021,8:50:00 PM,0,372.9,0,0,0.354,0.341,0.339,1,NA
307,4/9/2021,9:00:00 PM,0,588,0,0,0,0,0,1,NA
308,4/9/2021,9:10:00 PM,0,260.2,0,0,0,0,0,1,NA
